,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD74_75_76_77.iso|43070062592|E95C7712641BD55E3EFFD9FEABB5EFBB|/
,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD78_79_80_81.iso|43097391104|415205CBFBAE99DAD7B53936F9A8A47E|/
,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD82_83.iso|22360424448|2EFEF26F12DA0504323E3D95308BF5F6|/
,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD84_85_86_87.iso|43324211200|59A8EEB8841F2E786341E7FBD6D0C27C|/
,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD88_89_90_91.iso|43185668096|D1F9DB4AB6499FC9FBD96F715705C7D1|/
,ed2k://|file|%5BBDISO%5D%5B%E6%96%B0%E4%B8%89%E5%9B%BD%E5%85%A82010%5D%5B%E6%97%A5%E7%89%88%E5%8E%9F%E7%9B%98%E5%9B%BD%E8%AF%AD%E6%97%A0%E4%B8%AD%E5%AD%97%5D%5B959.50GB%5DD92_93_94_95.iso|43244322816|7B6409E4E1B13E271DA93212CE9B76F5|/
影,ed2k://|file|Ying.2018.2160p.HKG.UHD.Blu-ray.HEVC.TrueHD.7.1-Thor@HDSky.iso|62681055232|153E834CE1D6AEC27DBF72CBC2D6810E|h=I4FC6LNGGMBIEARPZTOQWD63Q2PV6631|/
真·三国无双 ,ed2k://|file|[真·三国无双.Dynasty.Warriors.2021][DIY官译简繁中字][TTG][21.23GB].iso|22791454720|24613009B805122FB78D560BCE27FB3E|h=ASWL4N5WEVQ3DS7TNOBFXHXMI7GV6631|/
鬼太监+落叶飞刀,ed2k://|file|[鬼太监+落叶飞刀.Exact.revenge.The.Eunuch.&.The.Deadly.Knives.1971.1972][2D美版.自带次世代国语.无中文字幕][M][43.35GB].iso|46546044928|7D29F3A0B10F33A66847B51BA434ABC3|h=DOXHCIVXFHZQXGFJCJCCUUHW3HUV6631|/
飞龙斩,ed2k://|file|[飞龙斩.The.Dragon.Missile.1976][2D英版.自带次世代国语.无中字][20.27GB].iso|21759787008|F8B28E06785289AC2F80D476EAA6C02B|h=JPPSEFE3TWYNA2XZKUZRPIPR7Y6V6631|/
彼岸花：警视厅搜查七课,ed2k://|file|[彼岸花：警视厅搜查七课.第1碟.Higanbana：Keishicho.Sosa.7-ka.2016][DIY简繁中字][TTG-341491][22.35GB].iso|23998300160|A5AA8B2E9BF2297A4D341D92DF0256C1|h=B6ZZZNG4FHGTPPXKHPDORMYDAWRPHIWP|/
,ed2k://|file|[彼岸花：警视厅搜查七课.第2碟.Higanbana：Keishicho.Sosa.7-ka.2016][DIY简繁中字][TTG-341491][21.48GB].iso|23062839296|947825A429673F206B5486540B4CB07E|h=6PU3MCBUKWA5UYU7LD5ZWSBARFAUUYNW|/
,ed2k://|file|[彼岸花：警视厅搜查七课.第3碟.Higanbana：Keishicho.Sosa.7-ka.2016][DIY简繁中字][TTG-341491][21.42GB].iso|22997958656|01FA049ADEDDBC90ACFB36BE364E6F38|h=3PHKAQGHAKNHWCBOZ7QFFQYFGR5A4MO5|/
,ed2k://|file|[彼岸花：警视厅搜查七课.第4碟.Higanbana：Keishicho.Sosa.7-ka.2016][DIY简繁中字][TTG-341491][21.40GB].iso|22973972480|CD214204E81FE56CA25605D234557266|h=S7YN6BIVMCP57O4ZTGWONIJGFDGWZMEC|/
,ed2k://|file|[彼岸花：警视厅搜查七课.第5碟.Higanbana：Keishicho.Sosa.7-ka.2016][DIY简繁中字][TTG-341491][21.13GB].iso|22690070528|B763110287FF0CC9669CF37DC301862E|h=M2OOK7KJEJAKWHR4LPVYLPJBMCQPFFNZ|/
蓝宝石之谜,ed2k://|file|Nadia.Secret.of.Blue.Water.DISC.1.iso|24963317760|38D16537E45E5D203CB8E93CD60F8F99|h=GYKWPO26HG6MW462UGS4PUMCGYPMWERZ|/
,ed2k://|file|Nadia.Secret.of.Blue.Water.DISC.1.iso.par2.rar|254334522|E4B581AAC4D7FCC41FA4142FD449D618|h=3I3IQMTZGXUPMF5HP6ZEEMKOYHSFA6K2|/
,ed2k://|file|Nadia.Secret.of.Blue.Water.DISC.2.iso|24960696320|67F30B30AC4C4C6ADC46FAA659F60E5C|h=PRL7NA6W6S5JK3F3BEXTKV42JSCNJWZU|/
,ed2k://|file|Nadia.Secret.of.Blue.Water.DISC.2.iso.par2.rar|254334522|D08163FAD535874F5F76434E4274C36A|h=NW4UX4R6QPUT4AMD4TNTDU2ES742XAIR|/
,ed2k://|file|Nadia.Secret.of.Blue.Water.DISC.3.iso|24952766464|359565ECE8AE1430CABEB922F029E61E|h=HKMFZAHBKZIDHPYEQRPHJPALDGGSIZON|/
,ed2k://|file|Nadia.Secret.of.Blue.Water.DISC.3.iso.par2.rar|254334222|B438D2117AC7970E5CDC16EAFBEBA90F|h=Z42LKQXVB6OL4PTJTF7ZMYBKIR6J6EXJ|/
,ed2k://|file|Nadia.Secret.of.Blue.Water.DISC.4.iso|24918753280|ED6DE9E2FB8650CA814CF7EE89982BE6|h=JLAKMMTL3GL4SJLWGYQKZM6SP73MO4FF|/
,ed2k://|file|Nadia.Secret.of.Blue.Water.DISC.4.iso.par2.rar|254333022|471B9ACC6B4A0C19DEAC35E8E401D6A2|h=PYBRNKSB6YJI4IWREZ3MFJHCY656YYDG|/
,ed2k://|file|Nadia.Secret.of.Blue.Water.DISC.5.iso|24926617600|D3320845B6467CC461DF71007DA2428C|h=M2B2QLALOWMBXPTEK26GB7CVT5KUO5XI|/
,ed2k://|file|Nadia.Secret.of.Blue.Water.DISC.5.iso.par2.rar|254333322|4BD8A660539EEB692B4EAFD68B249B16|h=6VKJXQQ7XDOT4GA6BROEL5Q3XZRXWD4K|/
,ed2k://|file|Nadia.Secret.of.Blue.Water.DISC.6.iso|24925044736|37957C213152E739F4CCD7CD4D189B65|h=4BVT7SEN7Y3FKFK3FNHQ5XZIMTTSRS4Q|/
,ed2k://|file|Nadia.Secret.of.Blue.Water.DISC.6.iso.par2.rar|254333322|84C20E8E68CAC1A7B583855B56F313B4|h=RPOTB3HCEWMB6YF6NER6F45CCAJABDUX|/
,ed2k://|file|Nadia.Secret.of.Blue.Water.DISC.7.iso|24826609664|0701C29EE083A038284CB5DE815522FE|h=UYCQ64QKBCIONMXRT5A33RFBZIYMC2QK|/
,ed2k://|file|Nadia.Secret.of.Blue.Water.DISC.7.iso.par2.rar|254329722|9B2B88CF131D2F95EC8013B842AAFB2A|h=MH6DJBBZFOPSJVJGWA2SFR5KRZSOQK5O|/
,ed2k://|file|SCANS.iso|1809448960|5E0CD7239B69AC53AB1F8326908B2CBF|h=2V3UOQAE5SNAYGUFE3ZRIFKLXQJXA6GN|/
惊心食人族,ed2k://|file|[惊心食人族.Jeepers.Creepers.2001][DiY官译简繁字幕][HDHome][44.32GB].iso|47587012608|B65EBD6C4EFBBC52FC09A0A658E6E171|h=JZIP4LOEQTRYEELGDNSFBUYNMYLV6631|/
食人帝国 ,ed2k://|file|[食人帝国.Eaten.Alive.1980][2D美版.DIY简体字幕][42.58GB].iso|45721321472|C8818BF7110E4ACDE29FF17F227B8695|h=EV3WKQ2FEIUOYVXZ6D3KSOFBETJV6631|/
食人恋,ed2k://|file|[食人恋.Cannibal.2013][2D美版.追加简繁中字][S][22.26GB].iso|24220008448|FB4DCFD55F280DCE03C3C175100D35C9|h=I43YZVGGURZSKSSDJBICV4TJNPWV6631|/
人食人实录,ed2k://|file|[人食人实录.Cannibal.Holocaust.1980][4K美版.追加简繁中英双语字幕][61.48GB].iso|66020245504|01A4F23DA9A45DEEC162218AC9809176|h=OY4TW2OCVNKUH6KC2OMV44MGHE5V6631|/
急冻奇侠,ed2k://|file|[急冻奇侠IcemanCometh1989][港版原盘国粤双语简繁中字][PTer-BYG][22.25GB].iso|23895212032|E30BBAA318433BFC12AB10BAD8D8BE03|h=KYWSPCZVL6KOPNGYI3PWEUGWRN7V6631|/
506哨所,ed2k://|file|[506哨所.G.P.506.2008][2D韩版.DIY.R3简繁中字][20.95GB].iso|22497460224|5FC6B750BF537240F7817F04E57CC904|h=FNWIMRS4SJFLQB37EFJWD7X5QXIV6631|/
冰封侠：重生之门,ed2k://|file|[冰封侠：重生之门.The.Iceman.2014][2D港版.自带次世代国语.次世代粤语.简繁中字][22.86GB].iso|24543690752|DCBA415AEE44FFE8C731ACB26E60A884|h=B7XIRUBWB3HGUATCVUD4BSCTMOVV6631|/
冰封侠：重生之门3D,ed2k://|file|[冰封侠：重生之门.The.Iceman.2014][3D港版.自带次世代国语.次世代粤语.简繁中字][35.76GB].iso|38406717440|13E3F199233AF4F3893DE3E82DDDA7DC|h=KSERANR3UYSNPXIDFXBW5ZEO2G5V6631|/
黑店,ed2k://|file|The.Black.Tavern.1972.USA.Blu-ray.1080p.DTS-HD.MA.2.0-DIY@Hero.iso|27145666560|81AA4450F4138AC0D838F533A0593F1C|h=ATAP3YB7H6IVJ2HUPC3C4ST33L4V6631|/
跳跃大搜查线最终篇：新的希望,ed2k://|file|Bayside.Shakedown.The.Final.iso|43086118912|7BB20F8A786A7CAB774A934F1FBF19DB|h=TC5M2ED3P3K5VJAFXKEQYAEXHWEV6631|/
爱的曝光,ed2k://|file|[爱的曝光.Love.Exposure.2008][DIY简繁中字][XOXO@HDSky][43.67GB].iso|46885765120|E1712354EE3419AF7EA08E5E9385A58C|h=D7SKOSEAF3MDS5LTIUO2RKOVBDMV6631|/
爱的曝光加长版,ed2k://|file|[爱的曝光.Love.Exposure.2008][日本275分钟加长版.第1碟.DIY.Netflix官译简繁中字[Solitude@DoA-TTG-369919][43.05GB].iso|46220640256|E2653CFE2732E4AB45FDD90F4569FAB4|h=HIWC6LHYYNEGYAHVDM56VEPTNAZC4UY6|/
,ed2k://|file|[爱的曝光.第2碟.Love.Exposure.2008][日加长版.TV版.DIY.Netflix官译简繁中字[Solitude@DoA-TTG-370047][44.55GB].iso|47834988544|38AF23D4377C6E6594CDE0BB9D4039FC|h=CCH4LICCYDV3LSSEU6YY5ITPCAMV5W62|/
跟踪,ed2k://|file|[跟踪.Eye.in.the.Sky.2007][港版.原盘国粤双语简繁中字][TTG][22.87GB].iso|24560467968|BB50A2EEEFC9484825ABD0B25A321207|h=NEWEQJEV7R36IY6H3ECQB7BO4LLV6631|/
嫌疑人,ed2k://|file|[嫌疑人.The.Suspect.2013][DIY简繁中字][HDSky][35.24GB].iso|37843828736|D95172F0401D5E77DAF59D0871F0211C|h=PCISKCUXZQTXC7WHPRZAABKU3J2V6631|/
三匹之侍,ed2k://|file|[三匹之侍.Three.Outlaw.Samurai.1964][2D英版.CC标准收藏版.追加简繁中字][26.54GB].iso|28496101376|FE61A33ADFC54B3A13FA49128B491E31|h=37BX3U45SGRH6SC7TA7IQKMIBNEV6631|/
薄樱记,ed2k://|file|[薄樱记.Bo Yingji.1959][2D日版.追加简繁字幕][Ryu][22.18GB].iso|23810932736|632F89425863A78666AF15C000646425|h=BJCYS3NHOL5W3H6Q5O7KFOH6EDHV6631|/
热泪伤痕,ed2k://|file|[热泪伤痕.Dolores.Claiborne.1995][2D美版.追加简繁中字][41.01GB].iso|44030689280|1E8ED182DEDD1DCB46D3AD6818A3A4EC|h=AARNAD6RZNEIWBV7HHDPB5IFBZPV6631|/
风流断剑小小刀,ed2k://|file|[风流断剑小小刀.The.Deadly.Breaking.Sword.1979][2D美版.自带次世代国语.追加简繁中英双语字幕][HDShare][35.66GB].iso|38288162816|37FE1265D3CA336B4190E8B797BDF78A|h=CTJDQMD6GYDA2FJBQSMO7QPVKD7V6631|/
豪侠,ed2k://|file|[豪侠.Last.Hurrah.for.Chivalry.1979][DIY简繁双语字幕][HDSky][36.24GB].iso|38917373952|02FC8851C9E4E07F0B6E4061B85017F6|h=FY7B5SEXAUMKLHQ4LYKCSPRKAUIV6631|/
